Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,LogFare,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
1,1,35.0,0,0,135.6333,1,1,4.91730069488021,0,0,1,1,0,0,0,0,1,0,0
0,1,28.0,0,0,31.0,1,1,3.4657359027997265,1,0,1,0,1,0,0,0,1,0,0
1,3,25.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
1,2,41.0,0,1,19.5,2,0,3.0204248861443626,0,0,1,0,0,1,0,0,0,1,0
0,1,37.0,0,1,29.7,2,0,3.4242626545931514,1,0,0,0,1,0,0,0,0,1,0
1,3,28.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
1,1,63.0,1,0,77.9583,2,0,4.368919865004903,0,0,1,1,0,0,0,0,0,0,1
0,3,45.0,0,0,7.75,1,1,2.169053700369523,0,0,1,1,0,0,0,0,0,1,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,3,7.0,4,1,29.125,6,0,3.405355391810819,1,1,0,0,0,0,0,0,0,0,0
1,3,35.0,1,1,20.25,3,0,3.056356895370426,0,0,1,0,0,1,0,0,1,0,0
0,3,65.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,0,0,1
0,3,28.0,0,0,7.8542,1,1,2.180891922715322,1,0,1,0,1,0,0,0,1,0,0
0,3,16.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,1,0,0,0
1,3,19.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,1,28.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,1,0,0
0,3,33.0,0,0,8.6625,1,1,2.2682524139135403,1,0,0,0,1,0,0,0,1,0,0
1,3,30.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,0,1,0,0
0,3,22.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,2,42.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
1,3,22.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
1,1,26.0,0,0,78.85,1,1,4.380149874661021,0,0,1,1,0,0,0,0,1,0,0
1,1,19.0,1,0,91.0792,2,0,4.5226490762785785,0,0,0,0,0,1,0,0,1,0,0
0,2,36.0,0,0,12.875,1,1,2.630088659632498,1,0,0,0,1,0,0,0,0,1,0
0,3,24.0,0,0,8.85,1,1,2.2874714551839976,0,0,1,1,0,0,0,0,1,0,0
0,3,24.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,1,28.0,0,0,27.7208,1,1,3.357621598945279,1,0,0,0,1,0,0,0,1,0,0
0,3,23.5,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
0,1,2.0,1,2,151.55,4,0,5.027492411162679,0,0,1,1,0,0,0,0,0,0,0
1,1,28.0,0,0,30.5,1,1,3.449987545831587,1,0,1,0,1,0,0,0,1,0,0
1,1,50.0,0,1,247.5208,2,0,5.515526544247129,0,0,0,0,0,1,0,0,0,1,0
1,3,28.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
1,3,28.0,2,0,23.25,3,0,3.188416617383492,1,1,0,0,1,0,0,0,1,0,0
0,3,19.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
1,2,28.0,0,0,12.35,1,1,2.5915163848462583,0,1,0,1,0,0,0,0,1,0,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,1,0.92,1,2,151.55,4,0,5.027492411162679,1,0,1,0,0,0,0,0,0,0,0
1,1,28.0,0,0,110.8833,1,1,4.717456363787216,0,0,0,1,0,0,0,0,1,0,0
1,1,17.0,1,0,108.9,2,0,4.699570861409576,0,0,0,0,0,1,0,1,0,0,0
0,2,30.0,1,0,24.0,2,0,3.2188758248682006,1,0,0,0,1,0,0,0,1,0,0
1,1,30.0,0,0,56.9292,1,1,4.0592215752427645,0,0,0,1,0,0,0,0,1,0,0
1,1,24.0,0,0,83.1583,1,1,4.432699549165613,0,0,0,1,0,0,0,0,1,0,0
1,1,18.0,2,2,262.375,5,0,5.5735788721243535,0,0,0,1,0,0,0,1,0,0,0
0,2,26.0,1,1,26.0,3,0,3.295836866004329,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,2,43.0,1,1,26.25,3,0,3.305053521109253,1,0,1,0,1,0,0,0,0,1,0
1,3,26.0,0,0,7.8542,1,1,2.180891922715322,0,0,1,1,0,0,0,0,1,0,0
1,2,24.0,1,0,26.0,2,0,3.295836866004329,0,0,1,0,0,1,0,0,1,0,0
0,2,54.0,0,0,14.0,1,1,2.70805020110221,1,0,1,0,0,0,1,0,0,1,0
1,1,31.0,0,2,164.8667,3,0,5.11118445372147,0,0,1,1,0,0,0,0,1,0,0
1,1,40.0,1,1,134.5,3,0,4.908971640319756,0,0,0,0,0,1,0,0,0,1,0
0,3,22.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
0,3,27.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,2,30.0,0,0,12.35,1,1,2.5915163848462583,0,1,0,1,0,0,0,0,1,0,0
1,2,22.0,1,1,29.0,3,0,3.4011973816621555,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,8,2,69.55,11,0,4.256321678298823,1,0,1,0,1,0,0,0,1,0,0
1,1,36.0,0,0,135.6333,1,1,4.91730069488021,0,0,0,1,0,0,0,0,0,1,0
0,3,61.0,0,0,6.2375,1,1,1.9792758428991135,1,0,1,0,1,0,0,0,0,0,1
1,2,36.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,0,0,1,0,0,0,1,0
1,3,31.0,1,1,20.525,3,0,3.0692150503137943,0,0,1,0,0,1,0,0,1,0,0
1,1,16.0,0,1,57.9792,2,0,4.077184839375167,0,0,0,1,0,0,0,1,0,0,0
1,3,28.0,2,0,23.25,3,0,3.188416617383492,0,1,0,1,0,0,0,0,1,0,0
0,1,45.5,0,0,28.5,1,1,3.3843902633457743,1,0,1,0,1,0,0,0,0,1,0
0,1,38.0,0,1,153.4625,2,0,5.039951348430309,1,0,1,0,1,0,0,0,0,1,0
0,3,16.0,2,0,18.0,3,0,2.9444389791664403,1,0,1,0,1,0,0,1,0,0,0
1,1,28.0,1,0,133.65,2,0,4.902678819257608,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,1,29.0,1,0,66.6,2,0,4.213607983048918,1,0,1,0,1,0,0,0,1,0,0
1,1,41.0,0,0,134.5,1,1,4.908971640319756,0,0,0,1,0,0,0,0,0,1,0
1,3,45.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,0,1,0
0,1,45.0,0,0,35.5,1,1,3.597312260588446,1,0,1,0,1,0,0,0,0,1,0
1,2,2.0,1,1,26.0,3,0,3.295836866004329,1,0,1,0,0,0,0,0,0,0,0
1,1,24.0,3,2,263.0,6,0,5.575949103146316,0,0,1,1,0,0,0,0,1,0,0
0,2,28.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,2,25.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,2,36.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
1,2,24.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,1,0,0
1,2,40.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,0,1,0
1,3,28.0,1,0,16.1,2,0,2.8390784635086144,0,0,1,0,0,1,0,0,1,0,0
1,3,3.0,1,1,15.9,3,0,2.8273136219290276,1,0,1,0,0,0,0,0,0,0,0
0,3,42.0,0,0,8.6625,1,1,2.2682524139135403,1,0,1,0,1,0,0,0,0,1,0
0,3,23.0,0,0,9.225,1,1,2.3248357019288655,1,0,1,0,1,0,0,0,1,0,0
0,1,28.0,0,0,35.0,1,1,3.58351893845611,1,0,1,0,1,0,0,0,1,0,0
0,3,15.0,1,1,7.2292,3,0,2.1076888046179385,1,0,0,0,1,0,0,1,0,0,0
0,3,25.0,1,0,17.8,2,0,2.9338568698359038,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
0,3,28.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,0,1,0,0
1,1,22.0,0,1,55.0,2,0,4.02535169073515,0,0,1,1,0,0,0,0,1,0,0
0,2,38.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,0,1,0
1,3,28.0,0,0,7.8792,1,1,2.1837114628556327,0,1,0,1,0,0,0,0,1,0,0
1,3,28.0,0,0,7.8792,1,1,2.1837114628556327,0,1,0,1,0,0,0,0,1,0,0
0,3,40.0,1,4,27.9,6,0,3.3638415951183864,1,0,1,0,1,0,0,0,0,1,0
0,2,29.0,1,0,27.7208,2,0,3.357621598945279,1,0,0,0,1,0,0,0,1,0,0
0,3,45.0,0,1,14.4542,2,0,2.737880811060884,0,0,0,0,0,1,0,0,0,1,0
0,3,35.0,0,0,7.05,1,1,2.0856720914304723,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,1,0,15.5,2,0,2.803360380906535,1,1,0,0,1,0,0,0,1,0,0
0,3,30.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
1,1,60.0,1,0,75.25,2,0,4.334017415487521,0,0,0,0,0,1,0,0,0,1,0
1,3,28.0,0,0,7.2292,1,1,2.1076888046179385,0,0,0,0,0,1,0,0,1,0,0
1,3,28.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
1,1,24.0,0,0,69.3,1,1,4.252771798816619,0,0,0,0,0,1,0,0,1,0,0
1,1,25.0,1,0,55.4417,2,0,4.0332082470129285,1,0,0,0,1,0,0,0,1,0,0
0,3,18.0,1,0,6.4958,2,0,2.0143428636837015,1,0,1,0,1,0,0,1,0,0,0
0,3,19.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,1,22.0,0,0,135.6333,1,1,4.91730069488021,1,0,0,0,1,0,0,0,1,0,0
0,3,3.0,3,1,21.075,5,0,3.0944457464900235,0,0,1,1,0,0,0,0,0,0,0
1,1,28.0,1,0,82.1708,2,0,4.420896324687287,0,0,0,0,0,1,0,0,1,0,0
1,3,22.0,0,0,7.25,1,1,2.1102132003465894,0,0,1,1,0,0,0,0,1,0,0
0,1,27.0,0,2,211.5,3,0,5.358941988364472,1,0,0,0,1,0,0,0,1,0,0
0,3,20.0,0,0,4.0125,1,1,1.6119347926326877,1,0,0,0,1,0,0,0,1,0,0
0,3,19.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
1,1,42.0,0,0,227.525,1,1,5.4316456135398825,0,0,0,1,0,0,0,0,0,1,0
1,3,1.0,0,2,15.7417,3,0,2.817902613071225,0,0,0,1,0,0,0,0,0,0,0
0,3,32.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
1,1,35.0,1,0,52.0,2,0,3.970291913552122,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,2,18.0,0,0,73.5,1,1,4.310799125385514,1,0,1,0,1,0,0,1,0,0,0
0,3,1.0,5,2,46.9,8,0,3.8691155044168695,1,0,1,0,0,0,0,0,0,0,0
1,2,36.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,0,1,0
0,3,28.0,0,0,7.7292,1,1,2.1666737276227077,1,1,0,0,1,0,0,0,1,0,0
1,2,17.0,0,0,12.0,1,1,2.5649493574615367,0,0,0,1,0,0,0,1,0,0,0
1,1,36.0,1,2,120.0,4,0,4.795790545596741,1,0,1,0,1,0,0,0,0,1,0
1,3,21.0,0,0,7.7958,1,1,2.174274334826008,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,2,0,7.925,3,0,2.188856327665703,1,0,1,0,1,0,0,0,1,0,0
1,1,23.0,1,0,113.275,2,0,4.738607824217808,0,0,0,1,0,0,0,0,1,0,0
1,3,24.0,0,2,16.7,3,0,2.8735646395797834,0,0,1,0,0,1,0,0,1,0,0
0,3,22.0,0,0,7.7958,1,1,2.174274334826008,1,0,1,0,1,0,0,0,1,0,0
0,3,31.0,0,0,7.8542,1,1,2.180891922715322,0,0,1,1,0,0,0,0,1,0,0
0,2,46.0,0,0,26.0,1,1,3.295836866004329,1,0,1,0,1,0,0,0,0,1,0
0,2,23.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,0,0,1,0,1,0,0
1,2,28.0,0,0,12.65,1,1,2.613739521630969,0,0,1,0,0,1,0,0,1,0,0
1,3,39.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,0,1,0
0,3,26.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,21.0,1,0,9.825,2,0,2.3818582738885534,0,0,1,1,0,0,0,0,1,0,0
0,3,28.0,1,0,15.85,2,0,2.8243506567983707,1,0,1,0,1,0,0,0,1,0,0
0,3,20.0,0,0,8.6625,1,1,2.2682524139135403,0,0,1,1,0,0,0,0,1,0,0
0,2,34.0,1,0,21.0,2,0,3.091042453358316,1,0,1,0,1,0,0,0,1,0,0
0,3,51.0,0,0,7.75,1,1,2.169053700369523,1,0,1,0,1,0,0,0,0,1,0
1,2,3.0,1,1,18.75,3,0,2.9831534913471307,1,0,1,0,0,0,0,0,0,0,0
0,3,21.0,0,0,7.775,1,1,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,3,1,25.4667,5,0,3.275887339030031,0,0,1,1,0,0,0,0,1,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,6.8583,1,1,2.061570298060867,1,1,0,0,1,0,0,0,1,0,0
1,1,33.0,1,0,90.0,2,0,4.51085950651685,0,1,0,1,0,0,0,0,1,0,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
1,3,44.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,0,0,1,0,0,1,0,0,1,0,0
1,2,34.0,1,1,32.5,3,0,3.5115454388310208,0,0,1,0,0,1,0,0,1,0,0
1,2,18.0,0,2,13.0,3,0,2.6390573296152584,0,0,1,1,0,0,0,1,0,0,0
0,2,30.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,1,0,0
0,3,10.0,0,2,24.15,3,0,3.224857896545748,0,0,1,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,0,0,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.7333,1,1,2.167143305297764,1,1,0,0,1,0,0,0,1,0,0
0,3,29.0,0,0,7.875,1,1,2.1832383353614797,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,1,1,14.4,3,0,2.7343675094195836,0,0,1,0,0,1,0,0,1,0,0
0,3,18.0,1,1,20.2125,3,0,3.0545906305603445,1,0,1,0,1,0,0,1,0,0,0
0,3,28.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
1,2,28.0,1,0,26.0,2,0,3.295836866004329,0,0,1,0,0,1,0,0,1,0,0
1,2,19.0,0,0,26.0,1,1,3.295836866004329,0,0,1,1,0,0,0,0,1,0,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
1,3,32.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,1,28.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,1,0,0
1,3,28.0,1,0,16.1,2,0,2.8390784635086144,0,0,1,0,0,1,0,0,1,0,0
1,2,42.0,1,0,26.0,2,0,3.295836866004329,0,0,1,0,0,1,0,0,0,1,0
0,3,17.0,0,0,7.125,1,1,2.094945728215801,1,0,1,0,1,0,0,1,0,0,0
0,1,50.0,1,0,55.9,2,0,4.041295341132285,1,0,1,0,1,0,0,0,0,1,0
1,1,14.0,1,2,120.0,4,0,4.795790545596741,0,0,1,1,0,0,0,1,0,0,0
0,3,21.0,2,2,34.375,5,0,3.5660053559634015,0,0,1,1,0,0,0,0,1,0,0
1,2,24.0,2,3,18.75,6,0,2.9831534913471307,0,0,1,0,0,1,0,0,1,0,0
0,1,64.0,1,4,263.0,6,0,5.575949103146316,1,0,1,0,1,0,0,0,0,0,1
0,2,31.0,0,0,10.5,1,1,2.4423470353692043,1,0,1,0,1,0,0,0,1,0,0
1,2,45.0,1,1,26.25,3,0,3.305053521109253,0,0,1,0,0,1,0,0,0,1,0
0,3,20.0,0,0,9.5,1,1,2.3513752571634776,1,0,1,0,1,0,0,0,1,0,0
0,3,25.0,1,0,7.775,2,0,2.1719067693519296,1,0,1,0,1,0,0,0,1,0,0
1,2,28.0,0,0,13.0,1,1,2.6390573296152584,0,0,1,1,0,0,0,0,1,0,0
1,3,28.0,0,0,8.1125,1,1,2.2096470973347766,1,0,1,0,1,0,0,0,1,0,0
1,1,4.0,0,2,81.8583,3,0,4.417131919904876,1,0,1,0,0,0,0,0,0,0,0
1,2,13.0,0,1,19.5,2,0,3.0204248861443626,0,0,1,1,0,0,0,1,0,0,0
1,1,34.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,1,0,0
1,3,5.0,2,1,19.2583,4,0,3.0085645861193133,0,0,0,1,0,0,0,0,0,0,0
1,1,52.0,0,0,30.5,1,1,3.449987545831587,1,0,1,0,0,0,1,0,0,1,0
0,2,36.0,1,2,27.75,4,0,3.3586377672433594,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,1,0,19.9667,2,0,3.0429354648621407,1,0,1,0,1,0,0,0,1,0,0
0,1,30.0,0,0,27.75,1,1,3.3586377672433594,1,0,0,0,1,0,0,0,1,0,0
1,1,49.0,1,0,89.1042,2,0,4.500966778400217,1,0,0,0,1,0,0,0,0,1,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,3,29.0,0,0,7.8958,1,1,2.1855792552411137,1,0,0,0,1,0,0,0,1,0,0
0,1,65.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,0,0,1
1,1,28.0,1,0,51.8625,2,0,3.967694202798607,0,0,1,0,0,1,0,0,1,0,0
1,2,50.0,0,0,10.5,1,1,2.4423470353692043,0,0,1,1,0,0,0,0,0,1,0
0,3,28.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
1,1,48.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,0,1,0
0,3,34.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,1,47.0,0,0,38.5,1,1,3.676300671907076,1,0,1,0,1,0,0,0,0,1,0
0,2,48.0,0,0,13.0,1,1,2.6390573296152584,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,38.0,0,0,7.05,1,1,2.0856720914304723,1,0,1,0,1,0,0,0,0,1,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,1,56.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,0,7.725,1,1,2.1661924680884908,1,1,0,0,1,0,0,0,1,0,0
1,3,0.75,2,1,19.2583,4,0,3.0085645861193133,0,0,0,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
0,3,38.0,0,0,8.6625,1,1,2.2682524139135403,1,0,1,0,1,0,0,0,0,1,0
1,2,33.0,1,2,27.75,4,0,3.3586377672433594,0,0,1,0,0,1,0,0,1,0,0
1,2,23.0,0,0,13.7917,1,1,2.694066212646058,0,0,0,0,0,1,0,0,1,0,0
0,3,22.0,0,0,9.8375,1,1,2.3830123421066602,0,0,1,1,0,0,0,0,1,0,0
0,1,28.0,0,0,52.0,1,1,3.970291913552122,1,0,1,0,1,0,0,0,1,0,0
0,2,34.0,1,0,21.0,2,0,3.091042453358316,1,0,1,0,1,0,0,0,1,0,0
0,3,29.0,1,0,7.0458,2,0,2.0851502161468174,1,0,1,0,1,0,0,0,1,0,0
0,3,22.0,0,0,7.5208,1,1,2.142510233146819,1,0,1,0,1,0,0,0,1,0,0
1,3,2.0,0,1,12.2875,2,0,2.586823743668066,0,0,1,1,0,0,0,0,0,0,0
0,3,9.0,5,2,46.9,8,0,3.8691155044168695,1,0,1,0,0,0,0,0,0,0,0
0,2,28.0,0,0,0.0,1,1,0.0,1,0,1,0,1,0,0,0,1,0,0
0,3,50.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,0,1,0
1,3,63.0,0,0,9.5875,1,1,2.3596740599781727,0,0,1,0,0,1,0,0,0,0,1
1,1,25.0,1,0,91.0792,2,0,4.5226490762785785,1,0,0,0,1,0,0,0,1,0,0
0,3,28.0,3,1,25.4667,5,0,3.275887339030031,0,0,1,1,0,0,0,0,1,0,0
1,1,35.0,1,0,90.0,2,0,4.51085950651685,0,0,1,0,0,1,0,0,1,0,0
0,1,58.0,0,0,29.7,1,1,3.4242626545931514,1,0,0,0,1,0,0,0,0,1,0
0,3,30.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,3,9.0,1,1,15.9,3,0,2.8273136219290276,1,0,1,0,0,0,0,0,0,0,0
0,3,28.0,1,0,19.9667,2,0,3.0429354648621407,1,0,1,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.25,1,1,2.1102132003465894,1,0,1,0,1,0,0,0,1,0,0
0,1,55.0,0,0,30.5,1,1,3.449987545831587,1,0,1,0,1,0,0,0,0,1,0
0,1,71.0,0,0,49.5042,1,1,3.922056501139853,1,0,0,0,1,0,0,0,0,0,1
0,3,21.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,14.4583,1,1,2.738146075922933,1,0,0,0,1,0,0,0,1,0,0
1,1,54.0,1,0,78.2667,2,0,4.37281811610993,0,0,0,1,0,0,0,0,0,1,0
0,3,28.0,0,0,15.1,1,1,2.7788192719904172,1,0,1,0,1,0,0,0,1,0,0
0,1,25.0,1,2,151.55,4,0,5.027492411162679,0,0,1,0,0,1,0,0,1,0,0
0,3,24.0,0,0,7.7958,1,1,2.174274334826008,1,0,1,0,1,0,0,0,1,0,0
0,3,17.0,0,0,8.6625,1,1,2.2682524139135403,1,0,1,0,1,0,0,1,0,0,0
0,3,21.0,0,0,7.75,1,1,2.169053700369523,0,1,0,1,0,0,0,0,1,0,0
0,3,28.0,0,0,7.6292,1,1,2.155151800914312,0,1,0,1,0,0,0,0,1,0,0
0,3,37.0,0,0,9.5875,1,1,2.3596740599781727,0,0,1,1,0,0,0,0,0,1,0
1,1,16.0,0,0,86.5,1,1,4.471638793363569,0,0,1,1,0,0,0,1,0,0,0
0,1,18.0,1,0,108.9,2,0,4.699570861409576,1,0,0,0,1,0,0,1,0,0,0
1,2,33.0,0,2,26.0,3,0,3.295836866004329,0,0,1,0,0,1,0,0,1,0,0
1,1,28.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,22.525,1,1,3.1580636854714434,1,0,1,0,1,0,0,0,1,0,0
1,3,26.0,0,0,56.4958,1,1,4.05171190165724,1,0,1,0,1,0,0,0,1,0,0
1,3,29.0,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,1,0,0
0,3,28.0,0,0,8.05,1,1,2.2027647577118348,1,0,1,0,1,0,0,0,1,0,0
1,1,36.0,0,0,26.2875,1,1,3.3064287218760624,1,0,1,0,1,0,0,0,0,1,0
1,1,54.0,1,0,59.4,2,0,4.100989104940769,0,0,0,0,0,1,0,0,0,1,0
0,3,24.0,0,0,7.4958,1,1,2.139571923732859,1,0,1,0,1,0,0,0,1,0,0
0,1,47.0,0,0,34.0208,1,1,3.5559421706858756,1,0,1,0,1,0,0,0,0,1,0
1,2,34.0,0,0,10.5,1,1,2.4423470353692043,0,0,1,0,0,1,0,0,1,0,0
0,3,28.0,0,0,24.15,1,1,3.224857896545748,1,1,0,0,1,0,0,0,1,0,0
1,2,36.0,1,0,26.0,2,0,3.295836866004329,0,0,1,0,0,1,0,0,0,1,0
0,3,32.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
1,1,30.0,0,0,93.5,1,1,4.548599834499697,0,0,1,1,0,0,0,0,1,0,0
0,3,22.0,0,0,7.8958,1,1,2.1855792552411137,1,0,1,0,1,0,0,0,1,0,0
0,3,28.0,0,0,7.225,1,1,2.1071782966514356,1,0,0,0,1,0,0,0,1,0,0
1,1,44.0,0,1,57.9792,2,0,4.077184839375167,0,0,0,0,0,1,0,0,0,1,0
0,3,28.0,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
0,3,40.5,0,0,7.75,1,1,2.169053700369523,1,1,0,0,1,0,0,0,0,1,0
1,2,50.0,0,0,10.5,1,1,2.4423470353692043,0,0,1,1,0,0,0,0,0,1,0
0,1,28.0,0,0,221.7792,1,1,5.406181146423973,1,0,1,0,1,0,0,0,1,0,0
0,3,39.0,0,0,7.925,1,1,2.188856327665703,1,0,1,0,1,0,0,0,0,1,0
0,2,23.0,2,1,11.5,4,0,2.5257286443082556,1,0,1,0,1,0,0,0,1,0,0
1,2,2.0,1,1,26.0,3,0,3.295836866004329,0,0,1,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.2292,1,1,2.1076888046179385,1,0,0,0,1,0,0,0,1,0,0
0,3,17.0,1,1,7.2292,3,0,2.1076888046179385,1,0,0,0,1,0,0,1,0,0,0
1,3,28.0,0,2,22.3583,3,0,3.1509523813392697,0,0,0,0,0,1,0,0,1,0,0
0,3,30.0,0,0,8.6625,1,1,2.2682524139135403,0,0,1,1,0,0,0,0,1,0,0
1,2,7.0,0,2,26.25,3,0,3.305053521109253,0,0,1,1,0,0,0,0,0,0,0
0,1,45.0,0,0,26.55,1,1,3.3160025355989236,1,0,1,0,0,0,1,0,0,1,0
1,1,30.0,0,0,106.425,1,1,4.676792929661059,0,0,0,1,0,0,0,0,1,0,0
0,3,28.0,0,0,14.5,1,1,2.740840023925201,1,0,1,0,1,0,0,0,1,0,0
1,1,22.0,0,2,49.5,3,0,3.9219733362813143,0,0,0,1,0,0,0,0,1,0,0
1,1,36.0,0,2,71.0,3,0,4.276666119016055,0,0,1,1,0,0,0,0,0,1,0
0,3,9.0,4,2,31.275,7,0,3.4742929367327062,0,0,1,1,0,0,0,0,0,0,0
